dates,nzd0070-0000,nzd0070-0001,nzd0070-0002,nzd0070-0004,nzd0070-0005,nzd0070-0007,nzd0070-0008,nzd0070-0009,nzd0070-0010,nzd0070-0011,nzd0070-0012,nzd0070-0013,nzd0070-0014,nzd0070-0015,nzd0070-0016,nzd0070-0017,nzd0070-0018,nzd0070-0019,nzd0070-0020,nzd0070-0021,nzd0070-0022,nzd0070-0023,nzd0070-0024,nzd0070-0025,nzd0070-0026,nzd0070-0027,nzd0070-0028,nzd0070-0031,nzd0070-0032,nzd0070-0033,nzd0070-0034,nzd0070-0035,nzd0070-0036,satname
2007-06-13 22:02:04+00:00,,,,,,384.73,396.94,378.04,404.89,381.87,372.1842857,375.7288889,371.13,358.5,,,,,,,,,,409.09,397.17,386.21,390.48,376.77,387.54,393.5733333,384.63,,,L7
2007-07-15 22:02:00+00:00,456.8333333,459.6042857,455.3333333,435.36,,,,,,,,,388.61,383.96,390.4642857,395.79,395.5733333,415.9,433.18,407.63,429.83,,,,,,,,417.14,411.3533333,413.43,,,L7
2007-07-22 22:08:09+00:00,419.0866667,,,,391.21,378.87,371.79,370.22,,371.1,355.82,349.5744444,360.95,351.08,348.19,351.1,,,,,,,382.16,,368.97,373.3,,,,,,,,L7
2007-08-16 22:01:50+00:00,444.4833333,439.0014286,431.3333333,,,,,,,,,387.4988889,386.79,383.6,387.1214286,379.16,383.0833333,386,407.55,381.39,,,,,,,,,,,,,,L7
2007-10-02 22:10:55+00:00,424.5666667,419.3228571,403.9666667,398.7,379.4028571,358.29,355.81,348.94,,331.16,350.1728571,360.0344444,367.27,373.37,370.7128571,354.23,371.4166667,349.84,357.97,362.87,362.25,,371.13,,369.11,357.97,358.51,340.77,354.31,372.8166667,368.77,361.79,381.8928571,L5
2007-11-27 22:07:48+00:00,428.0633333,420.4885714,414.0333333,414.25,398.6585714,,,,,,378.2185714,376.5222222,378.07,375.7,383.1785714,392.57,386.2633333,386.74,397.16,375.11,395,403.89,400.23,,,,,371.86,383.89,387.5533333,386.06,377.21,384.2585714,L7
2008-02-24 22:02:02+00:00,440.03,431.6842857,426.64,422.8,405.9642857,399.36,,,,,,,,,388.8042857,400.41,407.99,398.74,412.03,394.86,417.13,409.27,422.65,,,,,,,,,390.27,400.6742857,L7
2008-03-18 22:08:08+00:00,411.0033333,423.9557143,419.1533333,411.81,408.3857143,402.82,,,411.47,,,,,392.19,400.2157143,406.05,407.1733333,407.58,407.33,398.96,424.13,422.92,413.38,411.22,,400.78,395.62,,,,,,,L7
2008-03-27 22:01:57+00:00,435.5833333,424.2385714,420.8533333,428.6,419.7685714,420.89,,,,,,,,,407.4585714,415.44,409.6933333,413.67,416.42,415.9,415.15,426.32,428.97,421.95,,,,,,,395,394.74,391.4585714,L7
2008-04-03 22:08:08+00:00,424.2,419.6342857,410.98,411.42,402.2442857,,,,,,389.1342857,381.8566667,383.06,380.79,387.3642857,397.13,403.07,408.87,410.93,403.8,414.04,415.05,413.4,,,,,395.86,396.78,394.25,388.83,386.66,387.1942857,L7
2008-04-28 22:01:53+00:00,,,,,,399.99,366.17,,,,321.1742857,340.0833333,338.68,325.95,,,,,,,,,,402.24,407.6,394.22,387.33,,,342.61,,,,L7
2008-08-18 22:00:56+00:00,405.0566667,404.39,400.8766667,,,,,,,,360.38,,,,,,,,,,,,,,,,,,,,364.65,357.33,357.5,L7
2008-09-26 22:06:23+00:00,405.45,409.4371429,395.96,375.8,367.7871429,364.02,362.4,345.49,348.6,347.11,348.3971429,,,,,360.45,,,359.09,361.22,355.35,352.95,366.69,358.27,358.87,358.62,358.2,,,,,,358.7871429,L7
2008-10-21 22:00:36+00:00,424.05,413.5828571,424.18,,,,,,,347.35,352.9028571,355.3966667,356.17,354.57,402.4528571,409.65,415.53,401.71,394.01,,,,,,,,,357.85,367.48,374.91,368.7,362.34,364.7028571,L7
2008-10-29 21:55:24+00:00,426.8,424.5657143,413.04,404.38,376.9357143,384.01,377.28,366.07,370.68,376.35,360.7157143,352.2566667,362.86,368.18,383.4957143,390.61,373.42,371.68,386.45,390.93,389.67,374.5,,,,,,376.76,,,,,,L5
2008-11-13 22:06:43+00:00,419.8933333,417.9514286,397.8433333,405.7,384.9314286,390.24,381.43,374.15,365.8,378.96,,,,,,391.34,372.2133333,378.56,392.27,391.04,397.66,385.74,394.81,393.98,381.55,381.6,385.1,,,,,372.99,375.2414286,L7
2008-11-29 22:06:55+00:00,432.3066667,,,,386.0171429,392.35,391.97,392.24,377.26,385.99,367.2071429,363.2944444,360.62,369.51,386.0971429,398.95,,,,,393.28,390.98,389.22,388.4,377.64,374.85,384.09,390.15,394.97,393.0466667,379.42,370.71,,L7
2008-12-15 22:07:05+00:00,,,,394.73,372.9371429,381.47,380.18,383.67,373.62,374.96,358.4471429,352.3933333,353.27,359.18,374.9271429,,,,,,389.08,382.23,377.03,375.88,368.12,371.48,378.2,376.7,381.73,384.44,376.51,,,L7
2008-12-31 22:07:37+00:00,432.79,422.4314286,405.33,,,,390.96,382.93,358.24,357.85,352.5014286,356.3233333,356.6,363.2,373.0814286,380.46,381.08,376.88,386.02,,,,,370.52,367.72,370.27,367.58,373.69,379.83,385.65,380.42,371.42,367.3014286,L7
2009-01-25 22:01:34+00:00,444.9366667,438.4685714,413.2166667,405.39,387.5685714,,,,,,,,369.29,377.13,394.4185714,412.94,409.7966667,410.86,412.68,410.07,402.27,376.53,,,,,,,,404.0666667,397,386.75,375.2085714,L7
2009-02-02 21:57:22+00:00,432.0466667,421.9714286,392.9266667,359.84,364.2314286,389.13,388.44,376.31,357.62,337.39,343.8014286,349.3044444,354.47,367.39,393.9214286,383.75,387.6566667,371.58,377.85,381.81,377.93,372.85,367.17,358.5,356.73,361.39,352.48,346.16,367.15,381.7666667,367.15,349.27,347.6814286,L5
2009-03-21 22:08:11+00:00,,,,,,406.21,412.98,415.87,392.19,,354.1842857,358.6066667,362.42,371.86,390.6642857,403.3,,,,,414.94,,415.03,411.65,402.12,393.71,386.75,,400.12,401.7,389.87,383.84,,L7
2009-04-15 22:02:09+00:00,427.13,416.8071429,410.4,392.64,393.3771429,391.33,,,,,,,,367.5,382.2971429,389.73,388.46,393.95,392.27,387.43,386.18,390.64,392.64,382.57,,,,,,,374.52,360,361.9071429,L7
2009-05-17 22:02:15+00:00,407.8833333,399.4785714,382.0933333,356.07,361.2185714,,,,,,,,339.18,337.19,,,,,,,,,,,,,,,,,,,,L7
2009-06-02 22:02:15+00:00,,,,,,370.96,382.97,,355.88,355.46,361.1614286,361.12,357.93,,,,,,,,,,387.12,392.02,383.06,381,384.17,361.77,362.96,367.97,,,,L7
2009-06-09 22:08:01+00:00,,,,,,,,451.09,,,,,,,,,433.86,,,,,,,,,,,,,,,,,L7
2009-07-20 22:02:06+00:00,432.02,428.9085714,421.15,419.47,401.6485714,394.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-08-05 22:02:01+00:00,,,,,,,,,,343.21,339.4614286,338.5622222,352.31,350.15,,,,,,,,,352.65,364.32,353.06,352.23,353.81,,345.12,354.1933333,347.62,,,L7
2009-08-21 22:01:59+00:00,423.8066667,423.5114286,408.9466667,420.49,397.2214286,386.53,,,,,,,,,377.6914286,388.88,395.4566667,387.74,399.63,393.82,403.65,390.95,394.68,,,,,,,,,377.65,369.5814286,L7
2009-09-06 22:01:59+00:00,459.3033333,437.81,,,,,,419.43,426.26,422.57,401.8,392.3488889,393.27,389.68,402.25,417.3,420.4233333,,,,,,,,,411.37,419.45,,,405.6033333,400.67,394.73,397.73,L7
2009-09-13 22:07:45+00:00,422.3166667,416.6071429,412.7266667,397.38,404.7471429,405.99,,,,,388.3671429,379.2944444,383.39,386.85,406.6871429,394.65,390.2666667,,398.15,393.17,371.12,376.27,394.16,,,,,364.97,369.37,367.9566667,363.92,380.68,386.0171429,L7
2009-10-15 22:07:44+00:00,,,,,,,,,,,,,,423.95,426.5528571,423.45,417.09,422.62,,,,,423.96,,407.03,405.81,399.89,,,414.32,418.41,407.37,424.2428571,L7
2009-12-18 22:09:03+00:00,429.0433333,,,,406.3685714,408.26,405.99,392.51,387.74,402.25,385.7085714,383.7588889,379.13,375.4,382.3585714,390.39,383.9633333,,,,,410.99,417.33,,406.24,408.8,405.18,396.19,405.57,389.3933333,388.49,388.35,378.5085714,L7
2009-12-27 22:03:02+00:00,,401.5214286,398.3466667,388.67,393.3914286,374,385.17,372.34,353.39,,,,,,,,,382.85,380.05,380.82,377.39,,374.31,368.02,378.45,382.71,,,,,,,,L7
2010-01-28 22:03:31+00:00,,,,,,409.6,413.69,414.05,403.46,408.31,389.2828571,382.7411111,379.29,373.1,358.3928571,,,,,,,,,417.91,418.06,,,,,,,,,L7
2010-02-12 22:08:54+00:00,429.8466667,417.04,425.7266667,441.6,427.09,401.38,393,,,,,,375.41,383.2,397.32,404.44,401.2666667,423.85,417.19,392.97,399.79,409.8,405.08,392.68,411.09,422.87,424.19,417.99,416.31,404.9666667,393.68,387.27,,L5
2010-03-08 22:10:05+00:00,407.8533333,424.0242857,436.6233333,438,447.5142857,,,,,,,421.5488889,388,388.23,412.9942857,420.77,422.7433333,418.15,427.36,426.36,411.78,413.48,416.75,417.15,,,,,,,,,,L7
2010-03-17 22:03:57+00:00,429.1033333,419.4142857,424.5233333,,,,,,403.81,410.91,388.9442857,380.3422222,377.5,380.8,384.0142857,383.94,,405.47,,,,,,,,,408.42,411.12,406.54,403.6433333,405.14,399.01,397.2042857,L7
2010-03-24 22:09:46+00:00,408.51,416.3457143,411.97,,,,393.31,396.62,383.13,385.69,397.4057143,396.0566667,385,384.29,383.2757143,399.3,418.67,377.35,,,,,,397.86,407.98,406.34,405.06,388.72,393.66,391.42,391,387.34,391.7457143,L7
2010-04-02 22:04:01+00:00,421.5166667,416.9771429,428.4166667,414.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-04-09 22:10:12+00:00,427.4433333,435.14,439.3333333,,,,408.45,409.82,403.53,407.67,411.55,424.9588889,414.38,394.34,403.37,422.01,429.3233333,415.89,413.24,,,,,,,403.09,405.71,,,,,,,L7
2010-05-27 22:10:07+00:00,411.03,404.1071429,391.48,401.41,,,,,336.62,371.48,362.3771429,360.27,367.63,366.19,373.0371429,375.55,,379.45,383.64,379.45,394.98,,,,,,383.32,377.26,375.9,,,,,L7
2010-08-31 22:09:52+00:00,430.9633333,423.34,417.5633333,,,,387.63,390.91,376.23,383.58,373.5,365.9422222,376.78,395.28,407.34,407.86,413.2533333,395.32,408.13,,,,,395.47,404.16,409.91,401.16,389.7,376.75,376.4633333,376.74,376.11,372.02,L7
2010-09-25 22:04:05+00:00,407.0266667,402.2242857,,,,,,,,,367.6142857,360.5011111,361.52,355.84,355.4342857,352.96,,,,,,,,,,,,361.88,,,374.49,346.09,362.7742857,L7
2010-10-02 22:09:49+00:00,429.0933333,404.9814286,420.4133333,427.09,433.8314286,420.09,425.43,,,398.26,386.4314286,,,,,,,,400.65,404.85,393.57,420.14,428.13,,,,373.07,,,,,368.85,372.6914286,L7
2010-11-12 22:04:30+00:00,406.75,397.5714286,407.54,,,,,,,,391.6014286,379.75,362.21,358.46,380.0214286,382.67,390.96,379.15,367.84,,,,,,,,,357.25,364.25,375.18,376.32,364.53,366.4514286,L7
2010-11-27 22:07:48+00:00,406.48,410.5728571,421.74,424.84,435.3228571,423.82,424.18,413.07,410.27,408.66,408.4928571,408.42,382.6,395.14,411.5928571,403.91,396.69,389.94,392.16,402.21,401.02,419.61,429.5,429.05,422.9,414.58,409.24,408.46,394.1,386.94,393.24,392.35,389.1728571,L5
2010-12-05 22:10:56+00:00,412.79,403.4628571,404.09,,,,,401.18,371.71,396.27,381.5928571,381.7333333,375.16,373.16,376.6128571,374.68,358.25,369.41,384.36,,,,,,400.4,396.26,395.55,392.35,392.71,383.26,381.24,372.75,378.3528571,L7
2011-01-07 22:01:44+00:00,433.57,426.3214286,425.5,429.64,416.2114286,413.47,403.61,404.33,391.8,398.01,389.6014286,393.21,397.33,403.81,408.9414286,407.9,394.48,387.22,384.49,373.42,392.93,409.42,416.49,412.43,408.31,405.22,406.97,411.06,407.36,391.41,395.25,389.75,392.1514286,L5
2011-01-15 22:05:06+00:00,416.9866667,415.18,417.1266667,412.85,413.45,404.03,,,,,,,,,411.34,407.16,397.6166667,376.16,361.18,363.5,369.67,385.28,397.85,398.45,,,,,,,366.93,368.74,380.17,L7
2011-02-16 22:05:15+00:00,424.9533333,425.4528571,420.3833333,407.77,,,,,,,,394.1655556,394.3,395.14,404.8428571,405.76,381.5633333,381.56,385.39,357.45,,,,,,,,,,,,,,L7
2011-03-12 22:01:43+00:00,437.7133333,426.0914286,443.1333333,,,,,428.28,,429.98,419.5914286,413.5755556,393.92,394.34,418.5414286,430.75,,,419.55,417.86,406.47,399.7,432.7,,449.5,443.82,402.79,405.5,415.02,407.9933333,,,376.1414286,L5
2011-04-12 22:11:12+00:00,,,,,,394.74,,,,,385.1657143,386.9611111,385.34,372.14,363.2657143,367.91,389.6166667,386.89,395.39,391.21,380.57,390.14,396.93,393.99,,,,358.48,356.14,365.6566667,361.57,365.73,373.8057143,L7
2011-05-07 22:05:25+00:00,411.6,412.7328571,390.66,382.88,376.3528571,367.33,,,,,,,,,354.0128571,355,350.56,352.93,365.51,370.84,380.38,390.36,386.94,373.93,,,,,,,,,380.0028571,L7
2011-05-23 22:05:23+00:00,,,407.3133333,392.1,383.3142857,391.27,405.85,407.51,387.74,392.53,,,,,,,,,414.93,422.49,412.32,416.72,410.99,409.63,410.6,405.37,392.83,,,,,,,L7
2011-07-26 22:05:18+00:00,,,,,,,413.47,395.48,376.38,367.94,361.6314286,348.9611111,348.08,364.09,389.7814286,376.3,,,,,,,,,400.72,389.97,390.16,393.44,381.57,382.2466667,373.56,374.45,,L7
2011-08-11 22:05:13+00:00,,,,,400.5185714,411.03,412.83,397.95,386.21,381.38,,,,,,,,,,,,,,,,,,389.07,387.91,,,,,L7
2011-08-27 22:05:11+00:00,,,,,,377.17,,,361.75,369.07,359.5657143,361.4977778,363.27,361.32,,,,,,,,,,371.32,369.01,367.42,368.42,374.88,375.2,373.5566667,368.33,,,L7
2011-09-04 22:00:27+00:00,399.0533333,387.1257143,397.6833333,409.49,421.3457143,407.11,415.24,406.38,368.48,380.12,348.8857143,353.8155556,345.76,354.99,386.9357143,386.13,,388.64,394.92,398.77,382.98,399.67,407.23,403.65,405.6,375.81,363.11,386.4,370.6,373.0433333,370.31,380.03,381.7957143,L5
2011-09-19 22:11:15+00:00,400.97,394.2271429,390.77,384.55,387.0371429,,,,366.84,350.61,351.5671429,357.2533333,352.17,354.1,356.1471429,352.01,357.21,360.78,362.83,369.41,371.54,366.18,,,,,357.33,360.13,359.38,366.65,361.88,361.14,369.8571429,L7
2012-01-25 22:11:59+00:00,407.7766667,404.0628571,393.6466667,403.76,393.2328571,390.75,,,,,375.1628571,365.1277778,367.32,369.55,371.3028571,373.23,362.6666667,358.46,383.31,379.96,383.14,392.96,405.73,393.51,,,,381.54,391.75,381.6766667,381.89,381.32,387.3028571,L7
2012-03-29 22:12:06+00:00,,396.66,398.1666667,401.41,396.72,369.32,,,,,,384.9677778,387.3,382.7,388.28,371.29,376.9766667,376.85,375.87,393.2,392.83,395.76,406.77,397.09,409.39,,,,386.22,391.4866667,394.19,399.24,399.3,L7
2012-04-14 22:12:03+00:00,,,,383.69,380.32,357.66,364.54,356.2,362.71,361.13,360.53,364.0344444,364.13,367.94,357.29,,,,,,,355.85,357.27,360.09,366.49,358.19,361.21,355.85,365,369.0566667,374.47,377.75,,L7
2012-04-23 22:06:04+00:00,427.6033333,409.0314286,,,,,,,,,394.6514286,386.3522222,386.42,383.7,388.6114286,397.8,392.3233333,404.89,,,,,,,,,,,,413.5333333,416.18,417.99,406.1214286,L7
2012-06-01 22:12:23+00:00,382.9933333,395.5242857,391.8233333,371.41,352.8442857,344.8,340.68,334.46,,338.9,,,,,,,350.5433333,,362.72,353.57,,340.47,348.78,341.58,352.18,350.32,345.35,,,,,,,L7
2012-07-12 22:06:34+00:00,378.62,406.8414286,416.38,,,,,,,,340.3814286,343.5533333,348.69,349.03,380.7614286,394.82,,372.78,,,,,,,,,,,,,,,,L7
2012-09-05 22:12:57+00:00,409.8933333,395.8685714,,,,369.34,360.81,331.11,367.25,353.64,351.7685714,361.3222222,365.76,366.82,363.4985714,353.69,351.4333333,,,,,,363.56,355.25,374.67,381.88,370.37,358.87,348.72,,,,359.5885714,L7
2012-09-30 22:07:25+00:00,407.57,395.13,,,,,,367.71,373.23,389.47,376.16,370.65,366.9,368.99,372.19,381,376.05,,,,,,,,,,396.67,377.65,385.28,375.91,384.71,385.99,390.18,L7
2012-10-16 22:07:34+00:00,399.0933333,,,,,,365.89,373.2,351.69,394.35,382.3171429,374.9888889,372.96,372.05,376.3071429,374.89,,,,,,,,,,401.5,406.01,367.8,390.03,379.0733333,374.13,355.11,,L7
2012-11-08 22:13:51+00:00,393.43,410.8671429,427.59,,,,389.96,382.54,,400.23,407.4671429,392.38,367.24,370.78,413.9371429,,,,,,,,,,430.35,425.44,413.89,411.32,418.47,401.12,392.34,400.82,395.0571429,L7
2012-11-17 22:07:47+00:00,400.71,401.7214286,403.58,403.31,374.9014286,,,,,,,361.3133333,361.97,365.52,368.7914286,368.15,360.51,372.48,381.46,384.42,382.73,,,,,,,,382.56,379.23,388.71,382,381.4214286,L7
2012-12-10 22:13:38+00:00,414.2833333,,,,,389.49,377.29,369.5,373.07,389.75,380.8157143,374.2622222,378.6,395.63,392.8757143,387.65,376.3233333,,,,,414.72,422.05,421.28,402.82,395.73,394.1,392.06,388.11,381.8733333,386.81,395.86,392.2957143,L7
2013-01-04 22:07:58+00:00,,,,,,,376.3,363.05,357.21,371.38,382.3214286,380.9844444,387.89,395.98,393.0814286,,,,,,,,,,394.14,391.59,388.6,384.77,386.28,381.4466667,372.15,375.6,,L7
2013-02-05 22:08:01+00:00,,423.8857143,415.8533333,401.06,406.5657143,390.14,380.23,359.14,,,,,,,,,384.5333333,373.22,383.65,402.08,397.97,400.35,405.17,404.72,407.52,400.15,,,,,,,,L7
2013-02-21 22:07:58+00:00,,,422.4033333,414.45,405.2028571,400.54,391.6,382.05,367.6,,,,,,,,,,393.29,408.31,408.96,414.51,413.48,410.54,410.98,407.93,406.59,,,,,,,L7
2013-03-09 22:07:57+00:00,431.5233333,,,,,,,,382.29,387.99,382.3071429,385.4022222,383.58,383.98,387.3871429,392.42,382.9833333,,,,,,,,,,370.86,,,,,,402.5571429,L7
2013-04-10 22:07:50+00:00,,444.93,432.5833333,431.64,411.92,407.48,402.43,,,,,,,,,,388.9633333,,425.26,431.84,430.04,452.47,435.1,424.49,423.96,422.73,438.26,,,,,,,L7
2013-04-25 22:19:21+00:00,,,,,,,,414.03,365.56,369.3,358.0214286,,,,,,,,,,,,,,,,,,,,,,,L8
2013-05-11 22:19:55+00:00,435.0566667,435.2257143,416.2066667,413.34,390.5557143,389.5,380.45,,378.95,393.02,382.2257143,376.9711111,372.71,373.49,374.9257143,375.27,362.1266667,372.74,393.81,402.16,399.97,387.63,395.34,399.04,399.46,402.89,399.37,379.72,382.79,386.2766667,385.81,380.74,385.5457143,L8
2013-05-12 22:07:41+00:00,444.4566667,438.0157143,412.8266667,,,,,,,404.55,391.8557143,382.5544444,378.84,375.97,382.5557143,393.1,396.1766667,409.19,403.18,,,,,,,,,408.82,409.46,398.9866667,397.87,,394.8757143,L7
2013-06-04 22:13:40+00:00,,,,,374.8,349.31,,,,,344.76,346.8388889,349.66,352.47,354.92,,,,,,,,,,,,,,,,,,,L7
2013-06-20 22:13:37+00:00,,,,376.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2013-06-28 22:19:57+00:00,,390.9871429,405.3733333,415.67,384.1471429,378.45,393.38,394.01,,397.01,373.8571429,349.1288889,338.07,347.47,361.9471429,383.66,391.5733333,,402.41,392.05,390.42,403.01,407.2,405.7,393.48,386.62,369.65,374.99,374.52,,,,,L8
2013-07-07 22:13:48+00:00,,389.4257143,390.1166667,396.06,371.0257143,361.43,,,,,365.0357143,354.9744444,353.6,355.76,349.5657143,343.26,,,,364.64,,349.65,371.06,380.19,375.03,370.94,362.55,327.42,348,,,,,L8
2013-07-15 22:07:11+00:00,403.71,408.3057143,411.56,,,,,,,,378.9557143,376.1566667,344.02,351.24,370.7757143,375.18,376.33,368.61,389.37,,,,,,,,,359.05,350.75,,,,,L7
2013-08-23 22:13:22+00:00,423.3033333,421.8271429,425.1733333,,,406.89,397.15,407.36,395.27,401.1,386.8771429,378.3055556,374.07,374.45,377.4871429,388.33,378.5333333,391.41,392.6,,,,,410.31,406.16,404.86,403.94,394.02,397.71,388.7233333,392.3,389.2,381.0471429,L7
2013-08-31 22:19:38+00:00,405.2066667,401.7342857,399.5966667,390.22,389.0342857,382.65,382.51,380.35,362.82,366.07,366.5642857,365.5244444,359.16,358.52,361.5342857,369.97,377.2466667,369.03,381.17,389,382.16,383.3,391.54,390.44,391.73,388.64,387.67,368.07,358.44,368.9066667,360.07,362.56,369.4742857,L8
2013-09-17 22:07:29+00:00,404.0266667,406.2271429,402.9866667,399.39,387.0571429,378.33,371.2,382.52,,,,,,,,,364.9766667,367.28,374.72,383.32,369.84,380.16,381.8,385.16,384.75,385.2,,,,,,,,L7
2013-10-02 22:19:28+00:00,370.34,394.5114286,383.33,382.48,371.6514286,350.34,343.46,354.02,327.31,344.08,353.3314286,358.2266667,356.73,357.1,350.2314286,346.82,334.79,327.91,341.88,359.55,335.19,,347.67,356.75,365.52,369.46,372.1,346.97,344.12,345.82,348.42,341.45,359.5814286,L8
2013-10-26 22:13:39+00:00,404.0266667,403.2485714,395.7666667,380.73,390.8185714,392.23,,,,,364.1985714,362.9111111,369.54,388.63,398.7285714,391.7,392.9666667,394.48,389.05,387.12,378.16,377.75,385.27,376.89,,,,369.75,366.27,371.3066667,364.6,365.27,374.2585714,L7
2013-10-27 22:13:31+00:00,379.4133333,390.5214286,378.1933333,369.65,372.0414286,362.01,361.24,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-11-03 22:19:20+00:00,417.8333333,418.2228571,412.8533333,,406.6128571,399.54,394.82,419.17,382.56,,386.0628571,375.9488889,375.52,379.35,389.4228571,397.14,379.9333333,393.43,404.95,407.74,400.36,399.38,402.25,416.7,406.21,410.52,413.88,404.32,405.86,390.1533333,393.74,386.39,389.1328571,L8
2013-11-12 22:13:32+00:00,407.6666667,398.18,398.7266667,383.1,387.2,387.24,389.04,386.13,360.87,357.29,348.03,351.0944444,355.1,370.78,389.72,395.5,401.9566667,387.72,386.95,385.69,380.06,373.81,374.02,,368.79,372.05,375.67,374.35,367.22,358.1266667,,,359.93,L8
2013-12-05 22:19:13+00:00,426.25,419.6757143,421.3,426.28,406.9657143,406.72,403.55,425.41,403.19,410.45,385.8757143,371.6666667,372.83,383.48,395.9757143,407.82,,400.25,419.31,411.93,406.04,414.47,411.84,415.52,407.24,414.67,417.84,,415.29,403.16,404.78,394.81,388.0757143,L8
2014-01-06 22:19:18+00:00,398.8266667,392.0071429,395.2266667,403.36,407.2271429,387.06,377.4,372.77,381.37,389.29,372.9271429,360.0444444,358.84,374.46,391.4171429,402.18,414.0466667,404.27,393.87,383.73,389.45,395.97,398.16,385.85,388.23,387.04,384.07,372.58,375.33,370.0866667,371.35,366.09,366.4371429,L8
2014-01-15 22:12:57+00:00,409.72,400.2842857,403.25,421.18,406.9742857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-01-31 22:12:52+00:00,399.5033333,414.0457143,412.7333333,432.07,410.4657143,393.31,383.78,411.04,,404.68,391.6557143,383.7555556,378.14,378.27,384.2857143,401.42,,391.91,408.07,400.94,393.05,395.09,403.7,410.4,410.05,406.77,413.37,,409.14,390.1133333,,,,L8
2014-02-07 22:18:57+00:00,415.4533333,407.3885714,412.9533333,441.04,,,,417.42,385.73,402.48,402.2485714,402.8055556,402.39,402.84,,,,,428.88,410.33,401.86,422.24,431.91,446.61,440.85,418.68,406.04,416.63,409.89,405.1333333,,407.58,395.9785714,L8
2014-02-23 22:18:44+00:00,395.7333333,385.02,381.7433333,411.58,414.83,393.31,383.04,380.77,,364.13,385.26,389.5588889,385.39,385.32,392.94,402.76,401.0333333,384.3,390,382.69,372.25,379.48,394.46,414.42,409.62,391.7,379.12,378.96,363.46,368.0133333,363.63,374.97,376.07,L8
2014-02-24 22:08:31+00:00,393.89,392.14,383.09,392.45,401.04,379.63,369.46,364.57,,,,,,,,,370.58,366.34,371.57,375.29,354.68,362.38,377.91,371.74,367.73,365.61,,,,,,,,L7
2014-03-12 22:08:38+00:00,406.83,,,,,,,393.96,385.29,389.68,388.0957143,382.5833333,391.95,395.36,406.1457143,405.54,402.05,,,,,,,,,408.7,402.41,390.54,386.57,385.56,381.68,376.52,382.7557143,L7
2014-03-27 22:18:13+00:00,388.4566667,386.4514286,393.3766667,395.82,394.0914286,381.59,382.59,385.52,370.24,372.77,370.5314286,369.8044444,374.3,380.25,385.8414286,386.05,376.5466667,,331.69,363.26,371.46,367.52,379.55,370.21,380.63,388.04,388.78,375.03,361.24,367.8266667,356.37,,,L8
2014-03-28 22:08:46+00:00,,,,,,369.26,359.21,367.8,357.09,374.8,374.08,365.0055556,368.85,367.6,355.38,,,,,,,,377.1,381.55,383.55,387.95,387.04,351.92,357.52,357.8333333,,,,L7
2014-04-12 22:18:01+00:00,402.18,406.7,409.14,413.8,405.35,408.67,405.12,,392.54,392.82,386.32,383.6433333,381.93,387.28,392.03,398.9,401.31,398.23,,385.4,392.75,392.3,399.17,404.01,407.28,408.38,410.23,,393.97,390.63,391.37,385.38,387.12,L8
