dates,nzd_188_Average_Value
2015-01-19 22:04:34+00:00,353.7711141902473
2015-01-20 21:59:49+00:00,349.12557734204796
2015-02-28 22:05:48+00:00,354.6570749031956
2015-03-01 21:58:43+00:00,347.8283558842641
2015-03-16 22:05:37+00:00,340.4151537831507
2015-03-17 21:58:50+00:00,348.2993971605736
2015-03-24 22:05:04+00:00,336.8021087821707
2015-04-02 21:58:56+00:00,351.54797638893615
2015-04-10 21:59:13+00:00,346.90192229962156
2015-04-25 22:05:18+00:00,339.51010607841874
2015-05-20 21:59:18+00:00,355.61584088426196
2015-05-27 22:05:30+00:00,358.10446895725534
2015-05-28 21:58:55+00:00,357.95195260650365
2015-07-22 22:05:37+00:00,361.28231759010396
2015-07-31 21:59:28+00:00,361.52272582663295
2015-08-08 21:59:40+00:00,351.16668236154106
2015-08-15 22:05:52+00:00,349.49885848929193
2015-08-23 22:05:48+00:00,356.529715661016
2015-09-16 22:05:58+00:00,370.65077811736484
2015-09-25 21:59:49+00:00,354.79495145816617
2015-11-12 22:00:31+00:00,353.1913812434555
2015-12-06 21:59:59+00:00,361.91473170986797
2015-12-13 22:06:09+00:00,366.16852274351027
2015-12-21 22:07:18+00:00,357.1893468966533
2015-12-29 22:06:09+00:00,362.1286424999149
2016-01-14 22:06:07+00:00,355.4268987986557
2016-01-15 22:01:29+00:00,360.4691113908451
2016-01-22 22:07:45+00:00,333.85434637258163
2016-01-23 21:59:56+00:00,344.3155049299972
2016-02-08 21:59:51+00:00,327.72263157894736
2016-02-23 22:07:54+00:00,343.6995857359015
2016-03-02 22:05:55+00:00,350.00217159666386
2016-03-03 22:01:50+00:00,355.4111472119212
2016-03-11 21:59:42+00:00,354.59832330008027
2016-05-06 22:02:14+00:00,345.002871500017
2016-05-13 22:08:26+00:00,361.57329594725877
2016-05-14 21:59:24+00:00,364.76329977659077
2016-05-21 22:05:38+00:00,363.245049299972
2016-06-15 21:59:33+00:00,346.61
2016-06-30 22:08:35+00:00,354.2700967178676
2016-07-01 21:59:42+00:00,359.943615296411
2016-07-16 22:08:36+00:00,356.4059943977591
2016-07-24 22:06:01+00:00,366.33861546021916
2016-08-01 22:08:38+00:00,363.0181322823776
2016-08-17 22:08:39+00:00,351.35994874062993
2016-08-18 21:59:57+00:00,353.73236291331636
2016-08-26 22:02:31+00:00,363.78526538820654
2016-09-02 22:08:43+00:00,348.50446988701015
2016-09-10 22:06:15+00:00,358.9977356866273
2016-09-11 22:02:33+00:00,353.6968168214654
2016-09-18 22:08:45+00:00,350.6625514114369
2016-09-19 22:00:05+00:00,335.8933333333333
2016-10-04 22:08:47+00:00,351.2713910559552
2016-10-21 22:00:12+00:00,361.50598823353
2016-11-21 22:08:33+00:00,353.66509560390125
2016-11-22 22:00:11+00:00,360.5069368632743
2016-11-30 22:02:21+00:00,360.64578279030906
2016-12-16 22:02:16+00:00,368.6952011249844
2016-12-24 22:00:05+00:00,361.7290749031956
2017-01-16 22:06:11+00:00,359.2948600536031
2017-01-25 21:59:56+00:00,362.8840923778418
2017-02-09 22:07:55+00:00,356.5207632108174
2017-02-25 22:08:05+00:00,363.86190680950745
2017-03-05 22:05:50+00:00,364.59050182016125
2017-03-13 22:08:12+00:00,360.99777508439274
2017-04-06 22:05:33+00:00,367.20298218648685
2017-04-14 22:08:22+00:00,341.8652313957113
2017-04-23 22:02:15+00:00,351.1147636184478
2017-04-30 22:08:28+00:00,357.48728664352495
2017-05-01 21:59:07+00:00,366.89286593683806
2017-05-24 22:05:34+00:00,360.81349697647846
2017-06-10 22:02:27+00:00,356.57881619044383
2017-06-25 22:05:47+00:00,352.06829787011526
2017-06-26 22:02:30+00:00,352.2575568332596
2017-07-03 22:08:41+00:00,341.6959307440925
2017-07-11 22:05:50+00:00,367.92378308012366
2017-07-28 22:02:29+00:00,353.06399624060145
2017-09-06 21:59:58+00:00,358.9510005159959
2017-09-14 22:02:26+00:00,356.74596444448224
2017-09-22 22:00:01+00:00,363.89084621684924
2017-10-16 22:02:29+00:00,355.19671826625387
2017-11-01 22:02:29+00:00,340.7295431111716
2017-12-02 22:06:10+00:00,354.6819131665262
2017-12-03 22:02:19+00:00,352.3367175210165
2017-12-11 22:00:00+00:00,352.42270676691726
2017-12-26 22:08:16+00:00,361.33147662279237
2017-12-27 22:00:01+00:00,362.57825047661896
2018-01-11 22:08:02+00:00,354.54304649770586
2018-01-12 21:59:55+00:00,359.6376470588235
2018-01-19 22:06:02+00:00,352.6451696901883
2018-01-20 22:01:43+00:00,364.69573345127526
2018-03-08 22:05:39+00:00,356.1046607834317
2018-03-09 22:01:07+00:00,349.20222932330825
2018-04-01 22:06:59+00:00,363.0451810796703
2018-04-10 22:00:40+00:00,356.49568922305764
2018-04-17 22:06:43+00:00,366.41438129637817
2018-04-25 22:05:14+00:00,370.3346784331367
2018-05-03 22:06:26+00:00,357.3513827476559
2018-05-19 22:06:11+00:00,365.4949226006192
2018-05-20 21:58:47+00:00,383.3318300653595
2018-05-28 21:59:51+00:00,372.20131155566145
2018-06-04 22:05:55+00:00,347.46778182258066
2018-06-05 21:58:37+00:00,361.06557792671725
2018-06-12 22:04:53+00:00,363.60888437392504
2018-06-13 21:59:35+00:00,347.0140730502727
2018-06-21 21:58:49+00:00,349.3386922698904
2018-06-28 22:05:04+00:00,369.8486666666667
2018-06-29 21:59:16+00:00,364.41263157894736
2018-07-06 22:05:18+00:00,366.6107933641292
2018-07-15 21:58:58+00:00,337.1325711110355
2018-07-22 22:05:01+00:00,358.87455018174614
2018-07-23 21:59:04+00:00,356.45534509980337
2018-08-08 21:59:13+00:00,349.45393876974987
2018-08-23 22:04:25+00:00,356.2090163757811
2018-08-24 21:59:21+00:00,361.343207059882
2018-08-31 22:05:35+00:00,348.0398363568549
2018-09-08 22:04:05+00:00,352.6667669997701
2018-09-24 22:03:43+00:00,352.7605441307918
2018-09-25 21:59:32+00:00,363.44260962120103
2018-10-18 22:05:53+00:00,359.84364296991856
2018-10-19 21:56:56+00:00,370.98032163742687
2018-11-12 21:59:47+00:00,353.59913025021075
2018-12-06 21:55:48+00:00,362.25629981817286
2018-12-14 21:59:43+00:00,369.3609150326797
2018-12-29 22:01:19+00:00,360.05347246793457
2018-12-30 21:59:43+00:00,309.8233333333333
2019-01-06 22:05:53+00:00,360.0443575851394
2019-01-07 21:54:52+00:00,358.38657894736843
2019-01-22 22:05:50+00:00,366.89835114684655
2019-01-30 22:00:18+00:00,363.6618416734492
2019-02-15 21:59:50+00:00,357.0090946808323
2019-03-03 21:59:20+00:00,360.1405582489406
2019-03-11 22:05:38+00:00,366.73581663686616
2019-04-04 21:58:16+00:00,351.4699442422043
2019-04-05 21:59:22+00:00,375.9205882352941
2019-04-12 22:05:30+00:00,370.5667396633868
2019-04-20 21:57:42+00:00,366.57346652516156
2019-05-06 21:57:06+00:00,363.29258708783476
2019-05-14 22:05:36+00:00,375.83237735445056
2019-05-22 21:56:28+00:00,376.5067678852918
2019-06-08 21:59:38+00:00,370.81450576384395
2019-06-23 21:55:19+00:00,368.2768234064102
2019-06-24 21:59:43+00:00,366.80818048271937
2019-07-09 21:54:42+00:00,362.90867861112054
2019-07-10 21:59:47+00:00,365.12501574322937
2019-07-17 22:05:59+00:00,369.7889704200169
2019-07-26 21:59:52+00:00,358.8833392165683
2019-08-11 21:59:58+00:00,358.2448500298006
2019-08-18 22:06:11+00:00,353.6544500060483
2019-09-12 22:00:06+00:00,369.5829311432176
2019-09-19 22:06:20+00:00,371.9093610068408
2019-10-21 22:06:25+00:00,369.6802248733951
2019-10-29 21:50:00+00:00,361.7303581322491
2019-11-06 22:06:24+00:00,359.814005883235
2019-11-22 22:06:21+00:00,360.20248711648406
2019-12-17 22:00:08+00:00,365.593431372549
2020-01-01 21:46:53+00:00,367.9718245084808
2020-01-25 22:06:09+00:00,364.5368323800955
2020-02-02 21:45:17+00:00,362.38813234065555
2020-02-10 22:06:04+00:00,366.2832091301658
2020-04-23 21:59:23+00:00,368.32874306650234
2020-06-09 21:38:00+00:00,352.8858186252459
2020-06-25 21:37:04+00:00,353.745
2020-08-12 21:34:06+00:00,353.7671051075885
2020-08-20 22:06:05+00:00,342.05765092343734
2020-08-28 21:33:04+00:00,358.22401035267916
2020-09-21 22:06:18+00:00,363.68335512360585
2020-09-29 21:30:59+00:00,348.19452759758866
2020-09-30 22:00:10+00:00,356.8829763032519
2020-10-31 21:28:54+00:00,354.0232248513441
2020-11-17 22:00:09+00:00,367.5852859477124
2020-12-03 22:00:12+00:00,365.2228067768718
2021-01-04 22:00:06+00:00,359.76273628310975
2021-01-11 22:06:14+00:00,355.73939837653467
2021-02-12 22:06:07+00:00,358.22983727701603
2021-03-24 21:18:18+00:00,353.4789336904352
2021-04-01 22:05:48+00:00,359.15369831693357
2021-04-17 22:05:42+00:00,371.87324857014323
2021-04-25 21:15:38+00:00,371.1831625286192
2021-05-03 22:05:32+00:00,375.9542643133727
2021-05-19 22:05:40+00:00,377.99729389335585
2021-06-12 21:11:37+00:00,343.38481037151706
2021-06-28 21:10:17+00:00,340.1621754959294
2021-06-29 21:59:44+00:00,360.14320913016587
2021-07-15 21:59:45+00:00,356.12445438214274
2021-07-22 22:06:00+00:00,346.0246981531254
2021-07-31 21:59:54+00:00,340.10434319332774
2021-08-16 22:00:00+00:00,347.50060244537025
2021-09-01 22:00:05+00:00,349.86901505271476
2021-09-17 22:00:08+00:00,349.09469815312536
2021-09-24 22:06:20+00:00,355.4504833035328
2021-11-03 20:59:01+00:00,338.6677544036058
2021-11-20 22:00:11+00:00,338.60236197110424
2021-12-22 22:00:09+00:00,343.52471828137465
2021-12-29 22:06:17+00:00,353.9710749031957
2021-12-30 22:00:08+00:00,358.12900190647554
2022-01-07 22:00:05+00:00,357.743834422658
2022-01-15 22:00:05+00:00,335.70912817992695
2022-01-22 20:51:18+00:00,344.06357776038885
2022-01-22 22:06:18+00:00,344.71627226689145
2022-01-30 22:06:10+00:00,347.67457983319287
2022-02-15 22:06:06+00:00,360.1892011766469
2022-02-16 22:00:02+00:00,361.6372347333897
2022-02-23 20:48:07+00:00,349.1874859660463
2022-02-23 22:06:08+00:00,349.003994116765
2022-02-24 21:59:52+00:00,351.87810457516343
2022-03-03 22:06:02+00:00,343.40580280011244
2022-03-11 20:46:32+00:00,347.68038253773426
2022-03-11 22:06:03+00:00,345.66506901996064
2022-03-12 21:59:48+00:00,345.9469960232407
2022-03-27 22:05:58+00:00,351.9781044831788
2022-04-13 21:59:41+00:00,350.95410448317875
2022-05-07 21:59:32+00:00,353.70089154006183
2022-05-18 20:38:47+00:00,361.2500213769718
2022-05-23 21:59:21+00:00,362.22880470658794
2022-05-30 22:05:33+00:00,344.85952464998593
2022-06-21 20:36:59+00:00,338.83074074074074
2022-07-01 22:05:54+00:00,361.45394380645155
2022-07-03 20:30:23+00:00,350.0513157894737
2022-07-08 20:35:50+00:00,361.2214116172784
2022-07-09 22:06:16+00:00,362.52407257639896
2022-07-25 22:06:23+00:00,339.11463899315913
2022-08-03 22:00:18+00:00,360.1049250968043
2022-08-10 22:06:32+00:00,346.125536416456
2022-08-11 20:33:07+00:00,353.2394931773879
2022-08-11 22:00:01+00:00,346.5571873398932
2022-08-26 22:06:34+00:00,361.4154516532659
2022-08-27 22:00:05+00:00,359.9866469466779
2022-08-28 20:31:34+00:00,359.30389250085994
2022-10-06 22:00:26+00:00,359.01437467978644
2022-10-21 22:06:29+00:00,353.9882563598539
2022-10-22 22:00:27+00:00,359.6070946231843
2022-12-01 22:00:15+00:00,363.175
2022-12-25 22:00:15+00:00,368.84438390092885
2023-02-27 21:59:54+00:00,327.88945533769066
2023-03-06 22:06:02+00:00,342.9591814566582
2023-03-07 22:00:01+00:00,341.2478816800675
2023-03-13 20:10:53+00:00,351.71452401428405
2023-03-14 22:06:11+00:00,356.5481657134289
2023-03-15 21:59:48+00:00,354.8178887155403
2023-03-22 22:05:52+00:00,358.27848918676784
2023-03-23 21:59:55+00:00,356.32547344353844
2023-03-30 20:05:48+00:00,350.18635675641866
2023-03-30 22:05:59+00:00,352.49895658326307
2023-04-04 20:10:01+00:00,361.4111141121616
2023-04-07 22:05:40+00:00,335.9787278501144
2023-04-08 21:59:46+00:00,372.01411764705887
2023-04-24 21:59:40+00:00,351.18267462018554
2023-04-26 20:07:56+00:00,360.6470588235294
2023-05-09 22:05:22+00:00,335.2166666666667
2023-05-10 21:59:30+00:00,345.03469434017427
2023-05-25 22:05:20+00:00,345.968317590104
2023-06-02 22:05:29+00:00,346.38395260650367
2023-06-09 20:02:35+00:00,333.42412280701757
2023-06-10 22:05:27+00:00,353.0085877867116
2023-06-18 22:05:21+00:00,346.28735305332214
2023-06-27 21:59:14+00:00,342.54815775991005
2023-07-13 21:59:27+00:00,361.2617647058824
2023-07-28 22:05:50+00:00,353.50195260650366
2023-07-29 21:59:31+00:00,353.41454627645027
2023-08-05 22:05:47+00:00,364.18489949358064
2023-08-06 21:59:42+00:00,365.6569783735356
2023-08-09 19:47:29+00:00,358.54823529411766
2023-08-21 22:05:52+00:00,360.9022189901602
2023-08-22 21:59:50+00:00,359.3167732201293
2023-08-30 21:59:47+00:00,355.4751873398933
2023-09-07 21:59:49+00:00,351.86586784331365
2023-09-15 21:59:56+00:00,358.53609271670877
2023-10-01 21:59:55+00:00,363.4823117068689
2023-10-02 19:43:08+00:00,377.41181045751637
2023-10-07 19:46:10+00:00,353.7976552539594
2023-10-08 22:06:10+00:00,355.8108244265767
2023-10-09 22:00:00+00:00,351.4329033065317
2023-11-09 22:06:12+00:00,349.58791316652616
2023-11-10 21:59:59+00:00,349.99238851654025
2023-11-26 22:00:05+00:00,348.00661338993535
2023-12-20 22:00:11+00:00,352.3087061066442
2024-01-01 19:32:46+00:00,356.1176206576361
2024-01-05 22:00:04+00:00,350.28390728329117
2024-01-11 19:37:01+00:00,355.1926513540639
2024-01-12 22:06:18+00:00,349.6199349567988
2024-01-13 21:59:59+00:00,348.871909353575
2024-01-28 22:06:18+00:00,347.93547344353846
2024-01-29 21:59:53+00:00,347.5726154602191
2024-02-06 22:00:10+00:00,355.22808476319005
2024-02-13 22:06:17+00:00,354.77781075363123
2024-02-14 21:59:55+00:00,348.4328994935806
2024-02-29 22:06:11+00:00,360.7660079535188
2024-03-09 22:00:02+00:00,355.46377512660484
2024-03-16 22:06:11+00:00,367.47132745009833
2024-03-25 21:59:55+00:00,363.5932150134007
2024-04-01 22:06:02+00:00,370.70670022340914
2024-04-02 21:59:28+00:00,364.1336026340361
2024-04-17 22:05:51+00:00,357.99817747989886
2024-04-18 21:59:19+00:00,335.5056003571019
2024-04-26 21:59:28+00:00,363.4295860566449
2024-05-03 22:05:38+00:00,358.0119526065037
2024-05-04 21:59:10+00:00,352.04594672956904
2024-05-11 22:05:15+00:00,360.60914997019944
2024-05-12 21:59:25+00:00,364.6105227435104
2024-05-27 22:05:04+00:00,370.6960276735075
2024-05-28 21:59:12+00:00,400.89
2024-06-29 21:58:59+00:00,358.94609859994375
2024-07-07 21:59:13+00:00,365.8443373100928
2024-07-22 22:05:28+00:00,359.82073966338675
2024-07-23 21:59:27+00:00,365.5433807268297
2024-08-31 22:05:51+00:00,357.89786533956817
2024-09-01 21:59:36+00:00,359.9925206732266
2024-09-08 22:05:48+00:00,369.1515523234936
2024-09-16 22:05:57+00:00,361.87324790104975
2024-09-24 22:05:49+00:00,368.53367064342603
2024-10-03 21:59:47+00:00,351.2338816800674
